vuln_set_id,asset_cat,loss_cat,vuln_func_id,distr,imt,iml,mean_lr,stddev_lr
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,4.85,0.00569546120064,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,4.9,0.00603048833008,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,4.95,0.00636551545953,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,5.0,0.00670054258898,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,5.05,0.00703556971843,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,5.1,0.00737059684788,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,5.15,0.00770562397733,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,5.2,0.00804065110678,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,5.25,0.00837567823623,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,5.3,0.00871070536568,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,5.35,0.00904573249513,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,5.4,0.00938075962458,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,5.45,0.00971578675402,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,5.5,0.0100508138835,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,5.55,0.0106130618962,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,5.6,0.0112064063218,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,5.65,0.0118325261327,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,5.7,0.0124931862631,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,5.75,0.0131902414708,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,5.8,0.0139256403065,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,5.85,0.0147014291892,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,5.9,0.0155197565784,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,5.95,0.0163828772363,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,6.0,0.0172931565699,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,6.05,0.0182530750413,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,6.1,0.0192652326316,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,6.15,0.0203323533427,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,6.2,0.0214572897176,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,6.25,0.0226430273576,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,6.3,0.0238926894106,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,6.35,0.025209541002,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,6.4,0.0265969935769,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,6.45,0.028058609115,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,6.5,0.0295981041791,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,6.55,0.0312193537501,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,6.6,0.0329263947981,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,6.65,0.0347234295334,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,6.7,0.0366148282745,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,6.75,0.0386051318662,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,6.8,0.0406990535715,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,6.85,0.0429014803568,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,6.9,0.0452174734833,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,6.95,0.0476522683075,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,7.0,0.0502112731903,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,7.05,0.0529000674051,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,7.1,0.0557243979287,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,7.15,0.0586901749921,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,7.2,0.0618034662636,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,7.25,0.065070489528,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,7.3,0.0684976037243,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,7.35,0.0720912981977,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,7.4,0.0758581800212,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,7.45,0.0798049592408,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,7.5,0.0839384318976,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,7.55,0.0882654606869,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,7.6,0.0927929531172,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,7.65,0.0975278370408,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,7.7,0.102477033444,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,7.75,0.107647426395,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,7.8,0.113045830072,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,7.85,0.118678952816,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,7.9,0.124553358187,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,7.95,0.130675423026,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,8.0,0.137051292575,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,8.05,0.143686832759,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,8.1,0.150587579746,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,8.15,0.157758687019,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,8.2,0.165204870191,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,8.25,0.172930349896,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,8.3,0.180938793152,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,8.35,0.189233253639,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,8.4,0.197816111441,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,8.45,0.206689012837,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,8.5,0.215852810823,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,8.55,0.225307507085,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,8.6,0.235052196236,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,8.65,0.245085013132,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,8.7,0.255403084173,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,8.75,0.266002483478,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,8.8,0.276878194876,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,8.85,0.288024080587,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,8.9,0.299432857526,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,8.95,0.311096082023,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,9.0,0.323004143761,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,9.05,0.335146269594,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,9.1,0.347510537807,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,9.15,0.360083903262,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,9.2,0.372852233687,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,9.25,0.385800357223,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,9.3,0.398912121152,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,9.35,0.412170461517,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,9.4,0.425557483188,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,9.45,0.439054549675,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,9.5,0.452642381857,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,9.55,0.466301164567,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,9.6,0.480010659844,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,9.65,0.4937503255,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,9.7,0.507499437551,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,9.75,0.521237214966,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,9.8,0.534942945158,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,9.85,0.548596108583,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,9.9,0.562176500886,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,9.95,0.575664351043,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Pre1945,LN,MMI,10.0,0.589040434059,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,2.0,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,2.05,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,2.1,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,2.15,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,2.2,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,2.25,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,2.3,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,2.35,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,2.4,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,2.45,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,2.5,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,2.55,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,2.6,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,2.65,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,2.7,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,2.75,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,2.8,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,2.85,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,2.9,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,2.95,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,3.0,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,3.05,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,3.1,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,3.15,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,3.2,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,3.25,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,3.3,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,3.35,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,3.4,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,3.45,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,3.5,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,3.55,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,3.6,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,3.65,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,3.7,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,3.75,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,3.8,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,3.85,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,3.9,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,3.95,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,4.0,0.0,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,4.05,0.000119786752714,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,4.1,0.000239573505428,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,4.15,0.000359360258142,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,4.2,0.000479147010856,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,4.25,0.00059893376357,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,4.3,0.000718720516284,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,4.35,0.000838507268998,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,4.4,0.000958294021712,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,4.45,0.00107808077443,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,4.5,0.00119786752714,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,4.55,0.00131765427985,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,4.6,0.00143744103257,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,4.65,0.00155722778528,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,4.7,0.001677014538,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,4.75,0.00179680129071,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,4.8,0.00191658804342,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,4.85,0.00203637479614,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,4.9,0.00215616154885,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,4.95,0.00227594830157,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,5.0,0.00239573505428,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,5.05,0.00251552180699,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,5.1,0.00263530855971,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,5.15,0.00275509531242,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,5.2,0.00287488206514,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,5.25,0.00299466881785,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,5.3,0.00311445557056,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,5.35,0.00323424232328,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,5.4,0.00335402907599,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,5.45,0.00347381582871,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,5.5,0.00359360258142,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,5.55,0.00385508380158,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,5.6,0.00413551220696,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,5.65,0.00443624882805,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,5.7,0.00475875066953,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,5.75,0.00510457720761,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,5.8,0.00547539728623,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,5.85,0.00587299643007,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,5.9,0.00629928459235,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,5.95,0.00675630435473,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,6.0,0.00724623959583,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,6.05,0.00777142464407,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,6.1,0.00833435392865,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,6.15,0.00893769214094,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,6.2,0.00958428491588,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,6.25,0.01027717004,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,6.3,0.0110195891891,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,6.35,0.0118150001932,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,6.4,0.0126670898229,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,6.45,0.0135797870824,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,6.5,0.0145572769874,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,6.55,0.0156040147995,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,6.6,0.0167247406741,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,6.65,0.01792449467,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,6.7,0.0192086320533,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,6.75,0.0205828388127,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,6.8,0.0220531472852,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,6.85,0.02362595177,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,6.9,0.025308023986,0.0
Modfied_Tariq_2016,buildings,economic loss,Timber_Post1945,LN,MMI,6.95,0.0271065282014,0.0
